"source_system;client_id;snapshot_ts;invoice_internal_id;customer_id;document_number;invoice_date;due_date;posting_period;document_type;document_status; currency_id;exchange_rate;subsidiary_id;payment_terms;amount_total;amount_tax;amount_net;amount_paid;open_balance;last_modified_ts"
"netsuite;vonderk;2026-07-20 14:19;224028;3764;MEX-9900020413;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;564300.00;;564300;564300.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;224029;3764;MEX-9900020414;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;21375.00;;21375;21375.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;224030;3778;MEX-9900020415;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;357005.25;;357005.25;357005.25;.00; "
"netsuite;vonderk;2026-07-20 14:19;224031;3778;MEX-9900020416;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;38047.50;;38047.5;38047.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;224033;3778;MEX-9900020417;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;90031.50;;90031.5;90031.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;224034;3772;MEX-9900020418;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;132738.75;;132738.75;132738.75;.00; "
"netsuite;vonderk;2026-07-20 14:19;224035;3806;FC A-00007-00045030;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1352501.70;234731.70;1117770;1352501.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;224036;3727;FC A-00007-00045031;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1133590.92;196738.92;936852;1133590.92;.00; "
"netsuite;vonderk;2026-07-20 14:19;224037;3727;FC A-00007-00045032;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;225669.84;39165.84;186504;225669.84;.00; "
"netsuite;vonderk;2026-07-20 14:19;224038;3746;FC A-00007-00045033;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2109030.22;435196.72;1673833.5;2109030.22;.00; "
"netsuite;vonderk;2026-07-20 14:19;224040;3710;FC A-00007-00045034;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1943936.70;337377.45;1606559.25;1943936.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;224043;3767;FC A-00007-00045035;27/02/2026;28/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;2661897.16;461982.16;2199915;2661897.16;.00; "
"netsuite;vonderk;2026-07-20 14:19;224148;3759;FC A-00007-00045036;27/02/2026;28/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;526482.49;91372.99;435109.5;526482.49;.00; "
"netsuite;vonderk;2026-07-20 14:19;224151;3712;FC A-00007-00045037;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;706942.50;122692.50;584250;706942.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;224154;3814;FC A-00007-00045038;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;979374.00;169974.00;809400;979374.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;224155;3814;FC A-00007-00045039;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;444080.59;77071.84;367008.75;444080.59;.00; "
"netsuite;vonderk;2026-07-20 14:19;224156;3758;FC A-00007-00045040;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;365886.56;73177.31;292709.25;365886.56;.00; "
"netsuite;vonderk;2026-07-20 14:19;224158;3766;FC A-00007-00045041;27/02/2026;06/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;545380.28;94652.78;450727.5;545380.28;.00; "
"netsuite;vonderk;2026-07-20 14:19;224159;3767;FC A-00007-00045042;27/02/2026;28/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1691161.65;293507.40;1397654.25;1691161.65;.00; "
"netsuite;vonderk;2026-07-20 14:19;224164;13617;FC A-00007-00045043;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;7738240.77;1472458.77;6265782;7738240.77;.00; "
"netsuite;vonderk;2026-07-20 14:19;224169;3732;ME-7769;27/02/2026;29/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;289742.06;.00;289742.06;289742.06;.00; "
"netsuite;vonderk;2026-07-20 14:19;222154;3806;GOX-9900001665;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;14;PLAZO 7 DIAS;1142612.50;;1142612.5;1142612.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;222155;4002;GOX-9900001666;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;14;PLAZO 7 DIAS;427330.00;;427330;427330.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;222158;3955;FC A-00011-00002719;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;4;PLAZO 30 DIAS;89716.66;15570.66;74146;89716.66;.00; "
"netsuite;vonderk;2026-07-20 14:19;222159;3943;MEX-9900020377;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;452262.30;;452262.3;452262.30;.00; "
"netsuite;vonderk;2026-07-20 14:19;222160;13618;MEX-9900020378;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;61637.40;;61637.4;61637.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;222162;3778;MEX-9900020379;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;494231.20;;494231.2;494231.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;222163;3640;MEX-9900020380;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;505735.15;;505735.15;505735.15;.00; "
"netsuite;vonderk;2026-07-20 14:19;222164;3640;MEX-9900020381;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;192553.20;;192553.2;192553.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;222166;3778;MEX-9900020382;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;346604.25;;346604.25;346604.25;.00; "
"netsuite;vonderk;2026-07-20 14:19;222170;3811;MEX-9900020383;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;594979.20;;594979.2;594979.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;222171;3727;FC A-00007-00044961;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;74341.55;12902.25;61439.3;74341.55;.00; "
"netsuite;vonderk;2026-07-20 14:19;222175;3955;FC A-00007-00044962;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;474088.40;65040.20;409048.2;474088.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;222180;3682;FC A-00007-00044963;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1542184.87;267651.92;1274532.95;1542184.87;.00; "
"netsuite;vonderk;2026-07-20 14:19;222182;3906;FC A-00007-00044964;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;141149.65;24497.05;116652.6;141149.65;.00; "
"netsuite;vonderk;2026-07-20 14:19;222183;13618;FC A-00007-00044965;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;12616092.60;2317241.50;10298851.1;12616092.60;.00; "
"netsuite;vonderk;2026-07-20 14:19;222187;3810;FC A-00007-00044966;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1943769.65;337348.45;1606421.2;1943769.65;.00; "
"netsuite;vonderk;2026-07-20 14:19;222192;3810;FC A-00007-00044967;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1626011.73;282200.38;1343811.35;1626011.73;.00; "
"netsuite;vonderk;2026-07-20 14:19;222197;3769;FC A-00007-00044968;26/02/2026;27/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;711055.90;123406.40;587649.5;711055.90;.00; "
"netsuite;vonderk;2026-07-20 14:19;222203;3727;FC A-00007-00044969;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;475566.79;82536.39;393030.4;475566.79;.00; "
"netsuite;vonderk;2026-07-20 14:19;222208;3749;FC A-00007-00044970;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;339005.70;58835.70;280170;339005.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;222210;4173;FC A-00007-00044971;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;435273.53;82825.33;352448.2;435273.53;.00; "
"netsuite;vonderk;2026-07-20 14:19;222211;3906;FC A-00007-00044972;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1807414.03;313683.43;1493730.6;1807414.03;.00; "
"netsuite;vonderk;2026-07-20 14:19;222213;3932;FC A-00007-00044973;26/02/2026;27/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1120704.90;194502.50;926202.4;1120704.90;.00; "
"netsuite;vonderk;2026-07-20 14:19;222214;3700;FC A-00007-00044974;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;477689.85;82904.85;394785;477689.85;.00; "
"netsuite;vonderk;2026-07-20 14:19;222215;3768;FC A-00007-00044975;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;507398.48;76530.98;430867.5;507398.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;222218;3767;FC A-00007-00044976;26/02/2026;27/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;1000580.46;173654.46;826926;1000580.46;.00; "
"netsuite;vonderk;2026-07-20 14:19;222221;3751;FC A-00007-00044977;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;491455.54;85293.94;406161.6;491455.54;.00; "
"netsuite;vonderk;2026-07-20 14:19;222227;3951;FC A-00007-00044978;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1385471.78;240453.78;1145018;1385471.78;.00; "
"netsuite;vonderk;2026-07-20 14:19;222232;3951;FC A-00007-00044979;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;102729.00;17829.00;84900;102729.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;222251;3894;FC A-00007-00044980;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1407113.37;244209.77;1162903.6;1407113.37;.00; "
"netsuite;vonderk;2026-07-20 14:19;222257;3811;FC A-00007-00044981;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;275108.26;47746.06;227362.2;275108.26;.00; "
"netsuite;vonderk;2026-07-20 14:19;222259;3769;FC A-00007-00044982;26/02/2026;27/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;194774.18;33803.78;160970.4;194774.18;.00; "
"netsuite;vonderk;2026-07-20 14:19;222260;3815;FC A-00007-00044983;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;329503.27;57186.52;272316.75;329503.27;.00; "
"netsuite;vonderk;2026-07-20 14:19;222268;3737;FC A-00007-00044984;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;306200.91;53142.31;253058.6;306200.91;.00; "
"netsuite;vonderk;2026-07-20 14:19;222270;13871;FC A-00007-00044985;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;175050.22;30380.62;144669.6;175050.22;.00; "
"netsuite;vonderk;2026-07-20 14:19;222274;3737;FC A-00007-00044986;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;115672.85;20075.45;95597.4;115672.85;.00; "
"netsuite;vonderk;2026-07-20 14:19;222276;3833;FC A-00007-00044987;26/02/2026;28/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;982414.53;170501.68;811912.85;982414.53;.00; "
"netsuite;vonderk;2026-07-20 14:19;222449;3783;FC A-00007-00044988;26/02/2026;05/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;619292.45;123858.50;495433.95;619292.45;.00; "
"netsuite;vonderk;2026-07-20 14:19;220642;13687;GOX-9900001664;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;14;PLAZO 7 DIAS;1090880.00;;1090880;1090880.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220643;3984;FC A-00011-00002717;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;4;PLAZO 60 DIAS;542080.00;94080.00;448000;542080.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220644;13572;FC A-00011-00002718;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;4;PLAZO 60 DIAS;646261.00;112161.00;534100;646261.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220645;3868;MEX-9900020354;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220646;3658;MEX-9900020355;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;.00;;0;.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220647;3777;MEX-9900020356;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;237888.00;;237888;237888.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220648;3777;MEX-9900020357;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;136080.00;;136080;136080.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220649;13571;MEX-9900020358;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;1455857.90;;1455857.9;1455857.90;.00; "
"netsuite;vonderk;2026-07-20 14:19;220651;3779;MEX-9900020359;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;777084.00;;777084;777084.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220652;3720;MEX-9900020360;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;773584.00;;773584;773584.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220653;3778;MEX-9900020361;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;702240.00;;702240;702240.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220657;3640;MEX-9900020362;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;580720.00;;580720;580720.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220660;3778;MEX-9900020363;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;75516.00;;75516;75516.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220662;3862;MEX-9900020364;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;13720.00;;13720;13720.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220664;3806;MEX-9900020365;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;503916.00;;503916;503916.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220668;4069;MEX-9900020366;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;268100.00;;268100;268100.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220771;3720;MEX-9900020367;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;186872.00;;186872;186872.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220773;3640;MEX-9900020368;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;416850.00;;416850;416850.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220774;4027;MEX-9900020369;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;59500.00;;59500;59500.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220777;3763;MEX-9900020370;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;999432.00;;999432;999432.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220779;3720;MEX-9900020371;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;28350.00;;28350;28350.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220780;3720;MEX-9900020372;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;324800.00;;324800;324800.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220781;13716;MEX-9900020373;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;422100.00;;422100;422100.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220785;3992;MEX-9900020374;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;39074.00;;39074;39074.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220786;13936;MEX-9900020375;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;29877.40;;29877.4;29877.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;220787;3850;MEX-9900020376;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;11;PLAZO 7 DIAS;606844.00;;606844;606844.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220795;3857;FC A-00007-00044917;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;217306.32;37714.32;179592;217306.32;.00; "
"netsuite;vonderk;2026-07-20 14:19;220797;3941;FC A-00007-00044918;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;281068.48;48780.48;232288;281068.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;220798;3767;FC A-00007-00044919;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;525715.96;91239.96;434476;525715.96;.00; "
"netsuite;vonderk;2026-07-20 14:19;220799;3826;FC A-00007-00044920;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1538744.90;267054.90;1271690;1538744.90;.00; "
"netsuite;vonderk;2026-07-20 14:19;220802;3759;FC A-00007-00044921;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;345389.66;59943.66;285446;345389.66;.00; "
"netsuite;vonderk;2026-07-20 14:19;220804;3788;FC A-00007-00044922;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;361916.10;67076.10;294840;361916.10;.00; "
"netsuite;vonderk;2026-07-20 14:19;220805;3788;FC A-00007-00044923;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;36569.68;6777.68;29792;36569.68;.00; "
"netsuite;vonderk;2026-07-20 14:19;220807;3712;FC A-00007-00044924;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1755322.80;304642.80;1450680;1755322.80;.00; "
"netsuite;vonderk;2026-07-20 14:19;220814;3658;FC A-00007-00044925;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;3500463.96;722317.96;2778146;3500463.96;.00; "
"netsuite;vonderk;2026-07-20 14:19;220816;3777;FC A-00007-00044926;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;323215.20;56095.20;267120;323215.20;.00; "
"netsuite;vonderk;2026-07-20 14:19;220820;3979;FC A-00007-00044927;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;65176.65;11311.65;53865;65176.65;.00; "
"netsuite;vonderk;2026-07-20 14:19;220824;3979;FC A-00007-00044928;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;6936.08;1203.78;5732.3;6936.08;.00; "
"netsuite;vonderk;2026-07-20 14:19;220825;3820;FC A-00007-00044929;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;947183.16;164387.16;782796;947183.16;.00; "
"netsuite;vonderk;2026-07-20 14:19;220829;13609;FC A-00007-00044930;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;649346.04;133992.04;515354;649346.04;.00; "
"netsuite;vonderk;2026-07-20 14:19;220834;4462;FC A-00007-00044931;25/02/2026;04/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 7 DIAS;703857.00;122157.00;581700;703857.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220867;3942;FC A-00007-00044932;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2232014.40;387374.40;1844640;2232014.40;.00; "
"netsuite;vonderk;2026-07-20 14:19;220868;3979;FC A-00007-00044933;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;407362.11;70699.21;336662.9;407362.11;.00; "
"netsuite;vonderk;2026-07-20 14:19;220876;3674;FC A-00007-00044934;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1966777.68;327629.68;1639148;1966777.68;.00; "
"netsuite;vonderk;2026-07-20 14:19;220880;4075;FC A-00007-00044935;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;2141300.70;371630.70;1769670;2141300.70;.00; "
"netsuite;vonderk;2026-07-20 14:19;220881;4075;FC A-00007-00044936;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;162624.00;28224.00;134400;162624.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220886;3643;FC A-00007-00044937;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;829745.00;165949.00;663796;829745.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;220889;3979;FC A-00007-00044938;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;39105.99;6786.99;32319;39105.99;.00; "
"netsuite;vonderk;2026-07-20 14:19;220890;3979;FC A-00007-00044939;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;63615.63;11040.73;52574.9;63615.63;.00; "
"netsuite;vonderk;2026-07-20 14:19;220895;3759;FC A-00007-00044940;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;3067393.56;532357.56;2535036;3067393.56;.00; "
"netsuite;vonderk;2026-07-20 14:19;220997;3851;FC A-00007-00044941;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;5821786.74;1010392.74;4811394;5821786.74;.00; "
"netsuite;vonderk;2026-07-20 14:19;220998;3979;FC A-00007-00044942;25/02/2026;25/02/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;Contado;157968.89;27416.09;130552.8;157968.89;.00; "
"netsuite;vonderk;2026-07-20 14:19;220999;3643;FC A-00007-00044943;25/02/2026;11/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 45 DIAS;2149491.19;429577.19;1719914;2149491.19;.00; "
"netsuite;vonderk;2026-07-20 14:19;221000;4075;FC A-00007-00044944;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;314948.48;54660.48;260288;314948.48;.00; "
"netsuite;vonderk;2026-07-20 14:19;221001;3720;FC A-00007-00044945;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;69177.50;13835.50;55342;69177.50;.00; "
"netsuite;vonderk;2026-07-20 14:19;221005;3720;FC A-00007-00044946;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;1043000.00;208600.00;834400;1043000.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;221006;3767;FC A-00007-00044947;25/02/2026;26/04/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 60 DIAS;2251581.36;386445.36;1865136;2251581.36;.00; "
"netsuite;vonderk;2026-07-20 14:19;221007;3720;FC A-00007-00044948;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;154210.00;30842.00;123368;154210.00;.00; "
"netsuite;vonderk;2026-07-20 14:19;221009;3981;FC A-00007-00044949;25/02/2026;27/03/2026;feb 2026;Factura de venta;Pagado por completo;1;1.00;3;PLAZO 30 DIAS;2478322.00;430122.00;2048200;2478322.00;.00; "
